"","Mean.Temperature","Max.Temperature","Min.Temperature","Dew.Point","Average.Humidity","Maximum.Humidity","Minimum.Humidity","Precipitation","Sea.Level.Pressure","Wind.Speed","Max.Wind.Speed","Date"
"2015-01-01","1","3","-1","1","97","100","83","0.0","1018.73","13","24",2015-01-01
"2015-01-02","2","4","0","1","95","100","77","4.0","1004.34","24","37",2015-01-02
"2015-01-03","2","2","1","0","87","93","72","2.0","996.12","30","43",2015-01-03
"2015-01-04","0","1","-1","-2","89","100","60","5.0","996.10","23","32",2015-01-04
"2015-01-05","-4","0","-10","-5","85","100","53","1.0","1009.17","20","32",2015-01-05
"2015-01-06","-14","-10","-18","-16","76","92","45","0.0","1027.77","13","26",2015-01-06
"2015-01-07","-16","-11","-21","-19","81","92","59","0.0","1032.36","8","28",2015-01-07
"2015-01-08","-8","-2","-13","-11","78","100","41","0.0","1020.86","25","32",2015-01-08
"2015-01-09","-0","2","-3","-1","94","100","80","2.0","996.93","21","33",2015-01-09
"2015-01-10","0","3","-1","-0","98","100","83","3.0","990.05","11","33",2015-01-10
"2015-01-11","1","2","0","-1","85","100","63","0.7","983.77","33","56",2015-01-11
"2015-01-12","1","3","0","-2","91","100","67","2.0","998.85","21","32",2015-01-12
"2015-01-13","2","5","0","3","90","100","71","2.0","1003.09","24","33",2015-01-13
"2015-01-14","4","5","2","2","83","93","66","0.0","1004.13","18","25",2015-01-14
"2015-01-15","0","2","-2","-1","94","100","71","0.0","1012.87","11","20",2015-01-15
"2015-01-16","1","2","0","-1","89","100","75","0.2","1011.16","23","33",2015-01-16
"2015-01-17","1","2","0","-0","87","93","71","0.0","1009.32","16","28",2015-01-17
"2015-01-18","-1","1","-3","-1","96","100","86","0.0","1016.86","7","15",2015-01-18
"2015-01-19","-2","-1","-4","-2","99","100","90","0.0","1020.56","6","11",2015-01-19
"2015-01-20","-2","-1","-3","-5","79","93","56","0.0","1021.67","13","24",2015-01-20
"2015-01-21","-2","-1","-3","-3","92","100","80","2.0","1018.86","13","20",2015-01-21
"2015-01-22","-0","0","-1","-1","98","100","91","0.4","1021.03","6","11",2015-01-22
"2015-01-23","-0","0","-1","-0","98","100","90","1.0","1019.27","7","13",2015-01-23
"2015-01-24","-0","0","-1","-2","95","100","78","0.0","1020.25","11","17",2015-01-24
"2015-01-25","-0","0","-1","-0","99","100","92","0.6","1018.18","6","11",2015-01-25
"2015-01-26","-2","-1","-2","-2","99","100","91","0.1","1018.94","6","11",2015-01-26
"2015-01-27","-2","-1","-2","-2","96","100","85","0.0","1012.61","10","17",2015-01-27
"2015-01-28","-0","0","-1","-1","96","100","85","0.0","1006.07","9","18",2015-01-28
"2015-01-29","-0","0","-1","-3","86","100","67","0.7","994.34","22","33",2015-01-29
"2015-01-30","-0","1","-2","-1","90","100","75","0.0","988.60","17","30",2015-01-30
"2015-01-31","1","3","-1","1","93","100","73","5.0","976.72","21","32",2015-01-31
"2015-02-01","-0","1","-2","-3","80","93","52","0.0","985.51","23","35",2015-02-01
"2015-02-02","0","3","-2","-3","82","93","52","0.0","993.84","13","26",2015-02-02
"2015-02-03","-2","1","-4","-3","93","100","72","0.0","1001.16","5","11",2015-02-03
"2015-02-04","-1","0","-2","-2","94","100","72","0.0","1010.36","3","7",2015-02-04
"2015-02-05","-2","-1","-4","-3","91","100","69","0.0","1021.31","7","15",2015-02-05
"2015-02-06","-3","-1","-5","-4","91","100","69","0.0","1023.31","11","24",2015-02-06
"2015-02-07","0","0","0","-0","97","100","82","0.3","1007.54","18","32",2015-02-07
"2015-02-08","-2","-1","-4","-4","87","100","59","1.0","996.56","17","30",2015-02-08
"2015-02-09","-6","-2","-10","-7","85","100","58","0.0","1006.89","10","22",2015-02-09
"2015-02-10","-1","1","-3","-2","96","100","81","0.0","1017.38","10","15",2015-02-10
"2015-02-11","-0","0","-1","-0","99","100","92","0.0","1023.28","10","17",2015-02-11
"2015-02-12","-0","0","-1","-1","98","100","86","0.0","1024.63","15","24",2015-02-12
"2015-02-13","-1","0","-2","-2","88","93","74","0.0","1023.77","10","20",2015-02-13
"2015-02-14","1","3","-1","-2","93","100","60","0.0","1020.55","13","20",2015-02-14
"2015-02-15","-3","0","-6","-5","77","100","25","0.0","1027.86","10","26",2015-02-15
"2015-02-16","-6","-2","-10","-16","48","73","14","0.0","1039.89","13","24",2015-02-16
"2015-02-17","-4","0","-9","-15","45","58","18","0.0","1040.48","19","28",2015-02-17
"2015-02-18","-2","1","-6","-6","76","100","39","0.0","1029.72","19","26",2015-02-18
"2015-02-19","1","2","0","1","99","100","91","0.4","1019.23","14","20",2015-02-19
"2015-02-20","3","7","-1","-0","86","100","43","0.0","1013.61","11","20",2015-02-20
"2015-02-21","2","5","-1","-2","78","93","50","0.0","1005.48","14","28",2015-02-21
"2015-02-22","2","6","-1","-1","79","93","46","0.0","1006.79","12","22",2015-02-22
"2015-02-23","2","4","0","1","90","100","75","0.0","1008.03","9","32",2015-02-23
"2015-02-24","4","5","2","3","93","100","79","0.6","1006.79","15","24",2015-02-24
"2015-02-25","4","5","2","3","96","100","82","0.0","1016.73","4","13",2015-02-25
"2015-02-26","3","4","2","3","96","100","82","0.0","1021.54","6","9",2015-02-26
"2015-02-27","2","2","1","1","96","100","86","2.0","1017.02","5","9",2015-02-27
"2015-02-28","1","2","0","1","99","100","89","0.2","1015.77","5","11",2015-02-28
"2015-03-01","2","4","0","2","98","100","91","0.0","1013.05","10","20",2015-03-01
"2015-03-02","4","5","3","3","93","100","87","0.8","1000.28","17","30",2015-03-02
"2015-03-03","2","3","2","0","85","93","65","0.0","1004.86","18","24",2015-03-03
"2015-03-04","0","2","-1","-1","92","100","75","0.3","1012.47","14","22",2015-03-04
"2015-03-05","0","1","0","-0","97","100","78","2.0","1021.50","12","22",2015-03-05
"2015-03-06","0","1","-1","-2","91","100","74","0.0","1030.00","8","14",2015-03-06
"2015-03-07","2","4","-1","0","95","100","80","0.2","1028.82","13","18",2015-03-07
"2015-03-08","6","11","2","2","76","93","41","0.0","1024.11","18","28",2015-03-08
"2015-03-09","7","10","4","2","76","93","42","0.4","1023.02","12","20",2015-03-09
"2015-03-10","5","8","2","4","91","100","58","0.0","1024.07","5","15",2015-03-10
"2015-03-11","4","8","-1","1","88","100","43","0.0","1020.30","7","17",2015-03-11
"2015-03-12","2","4","0","-0","83","100","52","0.0","1027.09","15","32",2015-03-12
"2015-03-13","4","7","0","-2","66","86","41","0.0","1029.09","19","30",2015-03-13
"2015-03-14","4","6","2","-1","66","81","46","0.0","1032.73","13","18",2015-03-14
"2015-03-15","4","9","0","-0","71","87","43","0.0","1041.00","8","17",2015-03-15
"2015-03-16","6","12","-1","-6","45","75","13","0.0","1045.18","8","22",2015-03-16
"2015-03-17","6","13","0","-8","37","65","11","0.0","1044.37","11","22",2015-03-17
"2015-03-18","6","12","-1","-8","38","60","11","0.0","1036.16","5","17",2015-03-18
"2015-03-19","4","11","-3","-10","35","64","10","0.0","1028.96","4","13",2015-03-19
"2015-03-20","3","10","-4","-6","50","80","19","0.0","1019.64","9","26",2015-03-20
"2015-03-21","2","4","-1","-1","79","100","41","3.0","1010.68","10","26",2015-03-21
"2015-03-22","-3","0","-6","-10","61","93","30","0.0","1021.67","19","35",2015-03-22
"2015-03-23","0","4","-3","-9","53","80","21","0.0","1018.05","14","28",2015-03-23
"2015-03-24","6","13","0","-7","40","60","14","0.0","1009.56","18","26",2015-03-24
"2015-03-25","6","12","0","-2","58","87","31","0.0","1013.18","5","17",2015-03-25
"2015-03-26","9","16","2","2","60","87","28","0.0","1014.33","9","28",2015-03-26
"2015-03-27","12","17","7","2","51","68","34","0.0","1011.95","18","30",2015-03-27
"2015-03-28","6","9","4","4","79","100","44","7.0","1012.90","14","26",2015-03-28
"2015-03-29","4","6","1","2","87","100","65","0.9","1006.26","12","32",2015-03-29
"2015-03-30","4","8","0","1","88","100","75","4.0","990.34","24","33",2015-03-30
"2015-03-31","4","7","2","1","79","100","49","1.0","991.59","19","26",2015-03-31
"2015-04-01","2","4","1","2","91","100","76","6.0","985.26","18","24",2015-04-01
"2015-04-02","2","4","0","1","91","100","71","5.0","994.39","17","32",2015-04-02
"2015-04-03","2","3","0","1","96","100","81","3.0","1003.44","11","18",2015-04-03
"2015-04-04","2","4","0","0","93","100","71","1.0","1005.49","10","17",2015-04-04
"2015-04-05","2","5","0","-1","87","100","56","0.0","1011.19","5","17",2015-04-05
"2015-04-06","2","6","-1","-1","81","100","32","0.4","1019.98","6","20",2015-04-06
"2015-04-07","4","8","0","-1","70","100","38","0.3","1023.09","8","24",2015-04-07
"2015-04-08","8","12","3","1","70","95","27","0.0","1019.05","15","41",2015-04-08
"2015-04-09","6","12","0","-4","47","70","22","0.0","1024.52","18","30",2015-04-09
"2015-04-10","9","16","2","0","54","87","21","0.0","1019.62","16","26",2015-04-10
"2015-04-11","10","19","0","1","53","100","20","0.0","1019.34","10","18",2015-04-11
"2015-04-12","8","11","4","1","61","93","22","3.0","1018.68","15","37",2015-04-12
"2015-04-13","7","12","2","1","72","93","29","2.0","1012.30","18","46",2015-04-13
"2015-04-14","5","9","1","-2","64","93","20","0.0","1012.04","21","32",2015-04-14
"2015-04-15","6","12","0","2","81","100","40","0.5","1004.64","18","28",2015-04-15
"2015-04-16","7","9","5","3","74","95","45","0.9","1000.37","26","44",2015-04-16
"2015-04-17","4","8","1","2","83","100","56","6.0","1004.75","15","32",2015-04-17
"2015-04-18","4","7","0","1","82","100","40","0.2","1010.68","11","28",2015-04-18
"2015-04-19","4","6","2","-0","71","93","43","0.0","1011.50","12","26",2015-04-19
"2015-04-20","5","7","3","1","75","87","51","0.5","1008.51","20","37",2015-04-20
"2015-04-21","4","9","0","-2","64","87","33","0.0","1015.31","12","26",2015-04-21
"2015-04-22","6","12","0","-2","55","87","25","0.0","1018.82","7","18",2015-04-22
"2015-04-23","8","16","1","2","61","87","31","0.0","1007.54","19","46",2015-04-23
"2015-04-24","10","13","6","4","67","93","39","0.0","1007.14","20","35",2015-04-24
"2015-04-25","12","20","3","4","63","93","26","0.0","1011.09","10","22",2015-04-25
"2015-04-26","14","19","9","7","61","82","36","0.0","1006.36","12","24",2015-04-26
"2015-04-27","14","20","7","8","68","100","32","0.0","1007.52","6","15",2015-04-27
"2015-04-28","18","25","12","9","58","88","22","0.0","1004.69","14","28",2015-04-28
"2015-04-29","8","11","4","6","79","100","35","5.0","1010.95","12","32",2015-04-29
"2015-04-30","6","14","-1","-1","63","100","18","0.0","1020.35","6","13",2015-04-30
"2015-05-01","10","16","5","-0","44","71","19","0.0","1009.50","11","22",2015-05-01
"2015-05-02","9","13","5","2","63","100","26","0.0","1005.89","14","30",2015-05-02
"2015-05-03","8","12","4","3","72","87","43","0.0","1013.11","13","29",2015-05-03
"2015-05-04","8","15","1","2","64","100","25","0.0","1015.37","7","20",2015-05-04
"2015-05-05","16","21","10","6","52","71","28","0.0","1014.12","9","18",2015-05-05
"2015-05-06","14","15","12","10","79","100","45","21.0","1011.85","14","24",2015-05-06
"2015-05-07","13","17","9","9","83","100","36","0.0","1011.00","10","18",2015-05-07
"2015-05-08","11","15","7","5","66","94","32","0.0","1016.12","12","22",2015-05-08
"2015-05-09","9","16","2","2","61","100","26","0.0","1019.31","4","17",2015-05-09
"2015-05-10","12","19","4","4","57","82","24","0.0","1018.09","6","24",2015-05-10
"2015-05-11","10","12","6","7","78","100","54","0.0","1023.70","10","17",2015-05-11
"2015-05-12","10","18","2","6","75","100","31","0.0","1022.26","7","22",2015-05-12
"2015-05-13","10","13","6","6","71","100","43","1.0","1010.10","17","32",2015-05-13
"2015-05-14","9","14","4","6","84","100","42","4.0","1006.65","10","32",2015-05-14
"2015-05-15","8","12","5","5","81","100","54","0.3","1007.46","8","24",2015-05-15
"2015-05-16","7","12","2","1","65","93","35","0.0","1013.23","12","24",2015-05-16
"2015-05-17","8","12","3","3","71","93","33","0.0","1011.28","11","35",2015-05-17
"2015-05-18","6","10","2","3","74","93","53","5.0","1010.05","17","37",2015-05-18
"2015-05-19","10","20","0","4","67","100","28","0.0","1010.40","10","20",2015-05-19
"2015-05-20","14","16","12","13","92","100","62","8.0","1011.63","8","18",2015-05-20
"2015-05-21","13","16","9","12","91","100","72","0.3","1015.39","11","20",2015-05-21
"2015-05-22","11","15","7","7","80","100","48","1.0","1022.93","7","15",2015-05-22
"2015-05-23","10","17","3","6","78","100","30","1.0","1018.93","4","17",2015-05-23
"2015-05-24","13","17","7","7","71","100","25","0.0","1016.98","6","15",2015-05-24
"2015-05-25","12","21","4","7","60","93","27","0.0","1015.86","4","13",2015-05-25
"2015-05-26","16","21","12","13","78","100","55","0.5","1009.22","9","22",2015-05-26
"2015-05-27","12","15","8","9","94","100","82","15.0","1008.00","16","28",2015-05-27
"2015-05-28","12","17","7","6","69","100","32","0.0","1011.23","9","18",2015-05-28
"2015-05-29","12","19","4","6","66","100","32","0.0","1012.04","6","24",2015-05-29
"2015-05-30","14","22","5","9","73","100","36","6.0","1010.97","8","33",2015-05-30
"2015-05-31","13","18","8","6","62","94","25","0.0","1015.51","9","24",2015-05-31
"2015-06-01","14","22","6","7","59","93","28","0.0","1018.23","9","22",2015-06-01
"2015-06-02","20","27","12","12","60","82","33","0.0","1015.17","10","24",2015-06-02
"2015-06-03","20","26","15","12","58","88","32","0.0","1014.46","14","30",2015-06-03
"2015-06-04","13","17","9","5","58","82","33","0.0","1022.25","16","33",2015-06-04
"2015-06-05","11","19","3","6","64","100","29","0.0","1027.33","6","18",2015-06-05
"2015-06-06","16","24","7","7","58","100","21","0.0","1025.70","7","20",2015-06-06
"2015-06-07","18","24","13","9","55","77","35","0.0","1022.84","12","24",2015-06-07
"2015-06-08","13","19","7","5","55","87","31","0.0","1023.77","11","24",2015-06-08
"2015-06-09","12","17","6","6","60","87","33","0.0","1025.20","11","18",2015-06-09
"2015-06-10","13","20","6","5","54","87","23","0.0","1024.32","8","17",2015-06-10
"2015-06-11","14","21","8","5","49","76","26","0.0","1019.27","9","26",2015-06-11
"2015-06-12","16","25","7","8","58","100","20","0.0","1017.91","7","15",2015-06-12
"2015-06-13","19","24","14","13","69","94","41","0.0","1010.68","9","20",2015-06-13
"2015-06-14","19","26","12","15","80","100","40","1.0","1006.58","8","28",2015-06-14
"2015-06-15","17","21","12","9","63","100","27","0.0","1009.29","11","24",2015-06-15
"2015-06-16","12","18","7","4","52","82","25","0.0","1015.80","10","17",2015-06-16
"2015-06-17","14","19","9","6","57","82","30","0.0","1017.27","7","17",2015-06-17
"2015-06-18","12","19","6","7","64","93","32","0.0","1012.26","7","20",2015-06-18
"2015-06-19","15","18","12","10","71","88","44","1.0","1008.78","9","18",2015-06-19
"2015-06-20","14","19","9","8","65","100","32","0.0","1011.04","4","9",2015-06-20
"2015-06-21","12","14","10","11","87","100","51","0.9","1011.22","7","18",2015-06-21
"2015-06-22","14","19","8","11","85","100","41","0.5","1011.73","6","17",2015-06-22
"2015-06-23","14","18","11","12","86","100","64","4.0","1008.82","12","24",2015-06-23
"2015-06-24","14","18","11","10","77","100","47","0.0","1013.77","17","28",2015-06-24
"2015-06-25","14","19","9","9","71","100","28","0.0","1019.72","6","20",2015-06-25
"2015-06-26","14","20","9","8","66","94","35","0.0","1016.79","7","22",2015-06-26
"2015-06-27","14","20","8","7","62","94","32","0.0","1013.39","8","18",2015-06-27
"2015-06-28","14","22","7","8","61","100","30","0.0","1015.71","4","17",2015-06-28
"2015-06-29","16","24","8","8","54","93","23","0.0","1017.98","3","17",2015-06-29
"2015-06-30","18","23","14","11","63","88","35","0.0","1018.43","9","18",2015-06-30
"2015-07-01","18","22","14","11","67","88","32","0.0","1020.63","11","28",2015-07-01
"2015-07-02","16","23","10","9","56","88","26","0.0","1026.84","11","20",2015-07-02
"2015-07-03","20","28","11","10","49","82","21","0.0","1029.72","3","9",2015-07-03
"2015-07-04","22","31","14","10","47","82","17","0.0","1024.30","8","20",2015-07-04
"2015-07-05","22","29","14","12","51","88","23","0.0","1017.83","5","18",2015-07-05
"2015-07-06","24","32","16","15","64","88","25","3.0","1013.28","8","46",2015-07-06
"2015-07-07","18","24","12","10","60","88","27","0.0","1012.05","16","37",2015-07-07
"2015-07-08","20","28","13","14","72","94","39","8.0","1004.09","8","44",2015-07-08
"2015-07-09","18","22","13","12","70","94","42","0.0","1006.23","10","29",2015-07-09
"2015-07-10","12","15","9","9","82","100","59","0.1","1007.73","15","30",2015-07-10
"2015-07-11","14","18","10","11","84","100","55","3.0","1007.43","13","22",2015-07-11
"2015-07-12","16","20","12","11","76","94","48","0.9","1009.59","13","22",2015-07-12
"2015-07-13","14","19","9","12","82","100","57","1.0","1008.27","7","17",2015-07-13
"2015-07-14","16","20","13","13","85","100","54","2.0","1008.35","6","20",2015-07-14
"2015-07-15","16","20","13","13","87","100","64","8.0","1011.26","9","24",2015-07-15
"2015-07-16","15","20","10","10","72","94","38","0.0","1015.38","13","20",2015-07-16
"2015-07-17","14","21","7","8","66","100","29","0.0","1014.42","10","32",2015-07-17
"2015-07-18","16","24","9","10","62","100","27","0.0","1015.10","8","18",2015-07-18
"2015-07-19","19","24","14","11","60","94","25","0.0","1011.05","11","26",2015-07-19
"2015-07-20","15","18","12","12","78","100","56","0.0","1003.67","18","33",2015-07-20
"2015-07-21","17","22","12","11","68","88","38","0.0","1012.09","15","22",2015-07-21
"2015-07-22","18","22","14","12","67","94","38","0.0","1011.75","13","28",2015-07-22
"2015-07-23","16","21","12","14","82","100","56","11.0","1011.56","9","24",2015-07-23
"2015-07-24","16","21","10","10","69","100","37","0.0","1015.69","12","22",2015-07-24
"2015-07-25","18","26","10","11","61","94","34","0.0","1013.62","7","24",2015-07-25
"2015-07-26","20","23","15","14","75","88","45","0.4","1007.52","13","26",2015-07-26
"2015-07-27","16","22","11","9","63","94","29","0.0","1008.74","6","11",2015-07-27
"2015-07-28","16","20","12","12","78","100","50","8.0","1003.06","7","33",2015-07-28
"2015-07-29","16","22","11","12","77","100","40","0.0","1004.68","11","28",2015-07-29
"2015-07-30","14","18","11","10","75","94","43","0.5","1006.25","14","30",2015-07-30
"2015-07-31","16","19","12","11","77","94","53","3.0","1010.98","15","28",2015-07-31
"2015-08-01","14","18","11","10","76","94","43","0.0","1018.47","11","22",2015-08-01
"2015-08-02","15","23","7","8","67","100","23","0.0","1023.45","5","15",2015-08-02
"2015-08-03","18","28","9","10","55","88","20","0.0","1020.98","4","11",2015-08-03
"2015-08-04","22","30","14","13","56","88","23","0.0","1020.05","3","11",2015-08-04
"2015-08-05","24","32","17","14","52","78","20","0.0","1018.59","5","13",2015-08-05
"2015-08-06","26","33","18","14","50","77","20","0.0","1018.98","7","18",2015-08-06
"2015-08-07","24","31","18","15","53","78","28","0.0","1021.02","6","13",2015-08-07
"2015-08-08","26","34","19","14","49","73","19","0.0","1020.77","5","20",2015-08-08
"2015-08-09","23","27","19","17","70","100","36","18.0","1017.79","11","30",2015-08-09
"2015-08-10","22","27","17","18","79","100","46","0.0","1018.18","6","22",2015-08-10
"2015-08-11","24","31","17","17","65","88","33","0.0","1017.81","7","17",2015-08-11
"2015-08-12","26","32","19","15","53","78","21","0.0","1017.81","6","20",2015-08-12
"2015-08-13","20","24","16","14","68","88","35","0.0","1018.14","11","26",2015-08-13
"2015-08-14","17","24","10","8","56","94","22","0.0","1020.48","9","20",2015-08-14
"2015-08-15","18","26","11","7","48","77","18","0.0","1015.79","4","11",2015-08-15
"2015-08-16","18","24","12","9","54","82","25","0.0","1015.95","7","18",2015-08-16
"2015-08-17","14","19","10","8","66","87","39","0.0","1020.68","12","24",2015-08-17
"2015-08-18","14","21","8","6","60","93","24","0.0","1021.95","9","20",2015-08-18
"2015-08-19","14","20","8","6","58","87","28","0.0","1025.64","7","17",2015-08-19
"2015-08-20","14","22","7","5","51","76","20","0.0","1029.25","5","11",2015-08-20
"2015-08-21","16","25","8","6","49","79","18","0.0","1028.52","5","13",2015-08-21
"2015-08-22","18","26","11","8","50","77","22","0.0","1024.18","5","15",2015-08-22
"2015-08-23","20","27","12","9","51","77","21","0.0","1021.25","6","15",2015-08-23
"2015-08-24","21","28","14","10","47","72","19","0.0","1019.79","7","20",2015-08-24
"2015-08-25","23","31","15","9","40","64","14","0.0","1016.16","13","30",2015-08-25
"2015-08-26","18","22","13","13","73","100","35","0.0","1017.19","13","24",2015-08-26
"2015-08-27","18","26","11","11","67","100","27","0.0","1018.30","8","22",2015-08-27
"2015-08-28","21","26","16","14","67","94","37","2.0","1013.81","14","33",2015-08-28
"2015-08-29","16","20","11","11","75","100","37","0.0","1020.61","14","30",2015-08-29
"2015-08-30","14","23","6","9","69","100","31","0.0","1022.81","6","18",2015-08-30
"2015-08-31","19","25","13","10","57","88","28","0.0","1018.18","3","9",2015-08-31
"2015-09-01","24","33","15","12","51","72","25","0.0","1009.59","9","22",2015-09-01
"2015-09-02","18","21","15","15","81","100","58","0.5","1008.05","7","22",2015-09-02
"2015-09-03","14","19","9","11","81","100","49","0.0","1014.34","7","15",2015-09-03
"2015-09-04","12","17","6","9","86","100","53","4.0","1013.50","3","13",2015-09-04
"2015-09-05","14","17","10","11","87","100","55","0.9","1009.63","12","26",2015-09-05
"2015-09-06","14","17","10","11","88","100","58","1.0","1006.11","11","22",2015-09-06
"2015-09-07","12","16","8","8","80","94","56","1.0","1005.26","6","17",2015-09-07
"2015-09-08","10","12","8","9","92","100","82","11.0","1010.15","13","22",2015-09-08
"2015-09-09","12","16","9","10","84","100","46","0.0","1020.60","8","20",2015-09-09
"2015-09-10","12","18","5","7","75","100","39","0.0","1029.19","4","13",2015-09-10
"2015-09-11","12","17","7","8","71","96","42","0.0","1032.07","4","15",2015-09-11
"2015-09-12","12","17","8","8","71","88","49","0.0","1029.98","8","17",2015-09-12
"2015-09-13","14","18","9","9","76","94","42","0.0","1026.84","10","20",2015-09-13
"2015-09-14","13","18","8","7","64","87","30","0.0","1022.61","16","32",2015-09-14
"2015-09-15","14","16","11","10","82","94","52","0.5","1015.68","18","26",2015-09-15
"2015-09-16","18","24","13","14","77","94","51","0.0","1010.93","14","24",2015-09-16
"2015-09-17","21","26","16","15","67","78","44","0.0","1007.27","15","24",2015-09-17
"2015-09-18","14","19","10","13","75","94","47","0.0","1011.18","14","30",2015-09-18
"2015-09-19","15","20","10","9","75","100","32","0.0","1019.49","6","17",2015-09-19
"2015-09-20","12","17","6","10","84","100","45","1.0","1016.28","3","7",2015-09-20
"2015-09-21","12","15","8","10","91","100","70","2.0","1010.84","8","18",2015-09-21
"2015-09-22","10","14","6","9","93","100","61","0.0","1015.26","10","15",2015-09-22
"2015-09-23","14","21","8","9","69","87","43","0.0","1014.59","13","30",2015-09-23
"2015-09-24","19","25","13","15","82","100","51","0.0","1017.55","6","13",2015-09-24
"2015-09-25","16","17","15","16","93","100","85","2.0","1015.72","8","15",2015-09-25
"2015-09-26","12","13","12","13","95","100","82","0.1","1016.07","13","28",2015-09-26
"2015-09-27","12","15","8","8","80","100","55","0.3","1021.34","13","24",2015-09-27
"2015-09-28","8","14","3","6","85","100","54","0.2","1028.02","7","17",2015-09-28
"2015-09-29","9","12","6","6","82","100","50","0.0","1034.53","9","20",2015-09-29
"2015-09-30","8","14","2","4","81","100","39","0.0","1035.76","5","11",2015-09-30
"2015-10-01","8","14","2","5","84","100","54","0.0","1028.74","10","24",2015-10-01
"2015-10-02","9","12","6","7","87","100","68","0.0","1020.69","12","26",2015-10-02
"2015-10-03","10","15","6","9","87","100","59","0.0","1019.14","10","22",2015-10-03
"2015-10-04","12","19","4","8","86","100","50","0.0","1016.80","9","20",2015-10-04
"2015-10-05","13","18","8","11","85","100","56","0.0","1013.76","6","17",2015-10-05
"2015-10-06","6","9","1","2","71","94","35","0.0","1018.66","14","24",2015-10-06
"2015-10-07","4","8","-1","-3","68","93","30","0.0","1026.21","8","15",2015-10-07
